qid,relation_id,relation_labels
Q6740837,dict_keys(['author']),dict_values(['P50'])
Q7196042,dict_keys(['followed by']),dict_values(['P156'])
Q5483079,dict_keys([]),dict_values([])
Q1719141,dict_keys([]),dict_values([])
Q952921,"dict_keys(['statistical leader', 'flag bearer'])","dict_values(['P3279', 'P3022'])"
Q2276516,"dict_keys(['shares border with', 'located in the administrative territorial entity', 'capital of', ""category's main topic""])","dict_values(['P47', 'P131', 'P1376', 'P301'])"
Q6464080,dict_keys([]),dict_values([])
Q6265976,dict_keys([]),dict_values([])
Q5396138,dict_keys([]),dict_values([])
error,error,error
Q977057,dict_keys(['author']),dict_values(['P50'])
Q315051,"dict_keys(['spouse', 'father', 'cast member', 'director', 'producer', 'presenter', 'performer'])","dict_values(['P26', 'P22', 'P161', 'P57', 'P162', 'P371', 'P175'])"
Q2478959,dict_keys([]),dict_values([])
Q1043424,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q11399,"dict_keys(['is a list of', 'radio format', 'part of', 'field of this occupation', 'field of work', 'depicts', 'record label', 'genre', 'subclass of', 'occupation', 'movement', 'influenced by', 'interested in', 'Wikidata property example', 'notable work', 'main subject', 'category combines topics', ""Wikimedia portal's main topic"", 'facet of', 'template has topic', 'has quality', ""category's main topic"", 'is metaclass for', 'item for this sense', 'named after', 'based on'])","dict_values(['P360', 'P415', 'P361', 'P425', 'P101', 'P180', 'P264', 'P136', 'P279', 'P106', 'P135', 'P737', 'P2650', 'P1855', 'P800', 'P921', 'P971', 'P1204', 'P1269', 'P1423', 'P1552', 'P301', 'P8225', 'P5137', 'P138', 'P144'])"
Q233817,"dict_keys(['cast member', 'performer', 'composer', 'influenced by', 'named after', 'producer', ""category's main topic"", 'category combines topics'])","dict_values(['P161', 'P175', 'P86', 'P737', 'P138', 'P162', 'P301', 'P971'])"
Q5516834,"dict_keys(['cast member', 'performer'])","dict_values(['P161', 'P175'])"
Q11399,"dict_keys(['depicts', 'field of work', 'record label', 'subclass of', 'genre', 'occupation', 'movement', ""category's main topic"", 'is a list of', 'item for this sense', 'part of', 'field of this occupation', 'radio format', 'influenced by', 'notable work', 'main subject', 'category combines topics', 'facet of', ""Wikimedia portal's main topic"", 'template has topic', 'Wikidata property example', 'interested in', 'has quality', 'is metaclass for', 'named after', 'based on'])","dict_values(['P180', 'P101', 'P264', 'P279', 'P136', 'P106', 'P135', 'P301', 'P360', 'P5137', 'P361', 'P425', 'P415', 'P737', 'P800', 'P921', 'P971', 'P1269', 'P1204', 'P1423', 'P1855', 'P2650', 'P1552', 'P8225', 'P138', 'P144'])"
Q47034,"dict_keys(['demonym of', 'place of death', 'place of birth', 'twinned administrative body', 'shares border with', 'residence', 'located in the administrative territorial entity', 'owned by', 'place of burial', 'headquarters location', 'contains the administrative territorial entity', 'location', 'location of formation', 'work location', 'primary destinations', 'significant place', 'filming location', 'place of publication', 'enclave within', 'category combines topics', ""category's main topic"", 'recording location', 'narrative location', 'operator', 'operating area', 'maintained by', 'has part(s)', 'home port', 'country of citizenship', 'applies to jurisdiction', 'country of registry', 'facet of'])","dict_values(['P6271', 'P20', 'P19', 'P190', 'P47', 'P551', 'P131', 'P127', 'P119', 'P159', 'P150', 'P276', 'P740', 'P937', 'P1302', 'P7153', 'P915', 'P291', 'P501', 'P971', 'P301', 'P8546', 'P840', 'P137', 'P2541', 'P126', 'P527', 'P504', 'P27', 'P1001', 'P8047', 'P1269'])"
Q3283955,dict_keys([]),dict_values([])
Q4802939,dict_keys([]),dict_values([])
Q1711963,dict_keys([]),dict_values([])
Q11425,"dict_keys(['item for this sense', 'instance of', 'field of work', 'predicate for', 'genre', 'has use', 'industry', 'subclass of', ""category's main topic"", 'main subject', 'category combines topics', 'field of this occupation', 'part of', 'influenced by', 'product or material produced', 'different from', 'facet of', 'fabrication method', ""Wikimedia portal's main topic"", 'occupation', 'significant event', 'template has topic', 'used by', 'academic major', 'form of creative work', 'depicts'])","dict_values(['P5137', 'P31', 'P101', 'P9970', 'P136', 'P366', 'P452', 'P279', 'P301', 'P921', 'P971', 'P425', 'P361', 'P737', 'P1056', 'P1889', 'P1269', 'P2079', 'P1204', 'P106', 'P793', 'P1423', 'P1535', 'P812', 'P7937', 'P180'])"
Q3641257,dict_keys([]),dict_values([])
Q5976483,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q5992134,dict_keys([]),dict_values([])
Q1147900,dict_keys([]),dict_values([])
Q25989,"dict_keys(['located in time zone', 'main subject', 'said to be the same as'])","dict_values(['P421', 'P921', 'P460'])"
Q6895044,"dict_keys(['game mode', 'has use', 'subclass of', ""category's main topic"", 'genre', 'different from', 'product or material produced', 'industry', 'opposite of', 'input method'])","dict_values(['P404', 'P366', 'P279', 'P301', 'P136', 'P1889', 'P1056', 'P452', 'P461', 'P479'])"
error,error,error
Q966494,dict_keys([]),dict_values([])
Q1902503,dict_keys([]),dict_values([])
Q187038,"dict_keys(['cast member', 'child', 'director', 'unmarried partner', 'category combines topics', 'main subject', 'producer', 'performer', 'winner', 'has part(s)', 'voice actor', 'sibling'])","dict_values(['P161', 'P40', 'P57', 'P451', 'P971', 'P921', 'P162', 'P175', 'P1346', 'P527', 'P725', 'P3373'])"
Q201330,"dict_keys(['is a list of', 'position played on team / speciality', 'category combines topics', 'depicts', 'has part(s) of the class', 'main subject', 'subclass of', ""category's main topic"", 'item for this sense', 'position held', 'occupation', 'different from', 'used by'])","dict_values(['P360', 'P413', 'P971', 'P180', 'P2670', 'P921', 'P279', 'P301', 'P5137', 'P39', 'P106', 'P1889', 'P1535'])"
Q16847025,"dict_keys(['followed by', 'follows'])","dict_values(['P156', 'P155'])"
Q7068275,dict_keys([]),dict_values([])
Q183504,"dict_keys(['field of work', 'subclass of', 'genre', ""category's main topic"", 'facet of', 'main subject'])","dict_values(['P101', 'P279', 'P136', 'P301', 'P1269', 'P921'])"
Q2626637,dict_keys([]),dict_values([])
Q2985699,dict_keys([]),dict_values([])
Q6055514,"dict_keys(['cast member', 'spouse'])","dict_values(['P161', 'P26'])"
Q2086913,"dict_keys(['part of', 'located in time zone'])","dict_values(['P361', 'P421'])"
Q3607563,dict_keys([]),dict_values([])
Q312088,"dict_keys(['director', 'spouse', 'template has topic', 'cast member', 'category combines topics', 'producer', 'winner', 'executive producer'])","dict_values(['P57', 'P26', 'P1423', 'P161', 'P971', 'P162', 'P1346', 'P1431'])"
Q205049,"dict_keys(['item for this sense', 'genre', 'field of work', 'subclass of', 'different from', 'Wikidata property example', 'based on', 'said to be the same as', 'facet of', 'radio format', 'main subject', ""category's main topic"", 'category combines topics', 'record label', 'influenced by', 'notable work', 'template has topic', 'is metaclass for', 'interested in'])","dict_values(['P5137', 'P136', 'P101', 'P279', 'P1889', 'P1855', 'P144', 'P460', 'P1269', 'P415', 'P921', 'P301', 'P971', 'P264', 'P737', 'P800', 'P1423', 'P8225', 'P2650'])"
Q622946,"dict_keys(['part of the series', 'notable work', 'based on', 'present in work', 'main subject', ""category's main topic"", 'category combines topics', 'template has topic', 'product or material produced'])","dict_values(['P179', 'P800', 'P144', 'P1441', 'P921', 'P301', 'P971', 'P1423', 'P1056'])"
Q41164,"dict_keys(['place of birth', 'located in the administrative territorial entity', 'place of death', 'ancestral home', 'owned by', 'headquarters location', 'applies to jurisdiction', 'category combines topics', 'narrative location', 'operating area', 'contains the administrative territorial entity', 'twinned administrative body', 'location', 'part of', 'located in/on physical feature', ""category's main topic"", 'capital of', 'Wikidata property example', 'different from', 'indigenous to'])","dict_values(['P19', 'P131', 'P20', 'P66', 'P127', 'P159', 'P1001', 'P971', 'P840', 'P2541', 'P150', 'P190', 'P276', 'P361', 'P706', 'P301', 'P1376', 'P1855', 'P1889', 'P2341'])"
Q226103,"dict_keys(['place of birth', 'location', 'work location', 'named after', 'place of death', 'item for this sense', 'has works in the collection', 'depicts', 'owner of', 'collection', 'category combines topics', 'residence', 'main subject'])","dict_values(['P19', 'P276', 'P937', 'P138', 'P20', 'P5137', 'P6379', 'P180', 'P1830', 'P195', 'P971', 'P551', 'P921'])"
Q72756,"dict_keys(['spouse', 'director', 'screenwriter', 'cast member', 'producer', 'category combines topics', 'founded by', 'director of photography', 'creator'])","dict_values(['P26', 'P57', 'P58', 'P161', 'P162', 'P971', 'P112', 'P344', 'P170'])"
Q3161563,dict_keys(['cast member']),dict_values(['P161'])
Q828322,"dict_keys(['genre', 'Wikidata property example', ""category's main topic"", 'subclass of', 'sport'])","dict_values(['P136', 'P1855', 'P301', 'P279', 'P641'])"
Q864394,"dict_keys(['followed by', 'part of', 'has part(s)', 'published in', 'different from'])","dict_values(['P156', 'P361', 'P527', 'P1433', 'P1889'])"
Q437267,"dict_keys(['director', 'screenwriter', 'cast member', 'producer', 'creator', 'executive producer', 'category combines topics'])","dict_values(['P57', 'P58', 'P161', 'P162', 'P170', 'P1431', 'P971'])"
Q2911728,"dict_keys(['screenwriter', 'cast member', 'influenced by'])","dict_values(['P58', 'P161', 'P737'])"
Q9075304,"dict_keys(['cast member', 'composer', 'has part(s)'])","dict_values(['P161', 'P86', 'P527'])"
Q4550894,dict_keys([]),dict_values([])
Q9076125,"dict_keys(['cast member', 'different from'])","dict_values(['P161', 'P1889'])"
Q458302,"dict_keys(['child', 'captain'])","dict_values(['P40', 'P634'])"
Q366521,"dict_keys(['spouse', 'author', 'screenwriter', 'performer', 'influenced by', 'lyrics by'])","dict_values(['P26', 'P50', 'P58', 'P175', 'P737', 'P676'])"
Q486562,"dict_keys(['place of birth', 'place of death', 'capital', 'named after', 'main subject', 'contains the administrative territorial entity', 'twinned administrative body', 'different from', 'work location', 'located in the administrative territorial entity', 'residence', 'headquarters location', 'place of publication', 'category combines topics', ""category's main topic"", 'location of formation', 'part of', 'location'])","dict_values(['P19', 'P20', 'P36', 'P138', 'P921', 'P150', 'P190', 'P1889', 'P937', 'P131', 'P551', 'P159', 'P291', 'P971', 'P301', 'P740', 'P361', 'P276'])"
Q3849437,dict_keys([]),dict_values([])
Q733103,"dict_keys(['child', 'spouse', 'composer', 'producer', 'performer', 'has part(s)', 'lyrics by', 'main subject', 'sibling', ""category's main topic""])","dict_values(['P40', 'P26', 'P86', 'P162', 'P175', 'P527', 'P676', 'P921', 'P3373', 'P301'])"
Q17366,"dict_keys(['place of birth', 'located in the administrative territorial entity', 'shares border with', 'contains the administrative territorial entity', ""category's main topic"", 'capital of', 'different from'])","dict_values(['P19', 'P131', 'P47', 'P150', 'P301', 'P1376', 'P1889'])"
Q128351,"dict_keys(['followed by', 'follows'])","dict_values(['P156', 'P155'])"
Q1042,"dict_keys(['demonym of', 'item for this sense', 'country', 'place of death', 'place of birth', 'country of citizenship', 'shares border with', 'located in the administrative territorial entity', 'twinned administrative body', 'endemic to', 'depicts', 'part of', 'location', ""category's main topic"", 'diplomatic relation', 'category combines topics', 'has part(s)', 'applies to jurisdiction', 'capital of', 'ratified by', 'debut participant', 'indigenous to', 'signatory', 'facet of', 'participant', 'narrative location', 'country for sport', 'filming location', 'country of origin', 'located in/on physical feature', 'location of formation', 'main subject', 'country of registry', 'invasive to', 'named after', 'residence', 'contains the administrative territorial entity', 'work location', 'operator', ""Wikimedia portal's main topic"", 'headquarters location', 'via', 'operating area', 'observed in'])","dict_values(['P6271', 'P5137', 'P17', 'P20', 'P19', 'P27', 'P47', 'P131', 'P190', 'P183', 'P180', 'P361', 'P276', 'P301', 'P530', 'P971', 'P527', 'P1001', 'P1376', 'P6193', 'P2318', 'P2341', 'P1891', 'P1269', 'P710', 'P840', 'P1532', 'P915', 'P495', 'P706', 'P740', 'P921', 'P8047', 'P5588', 'P138', 'P551', 'P150', 'P937', 'P137', 'P1204', 'P159', 'P2825', 'P2541', 'P6531'])"
Q592027,"dict_keys(['part of', 'follows'])","dict_values(['P361', 'P155'])"
Q705456,dict_keys(['sibling']),dict_values(['P3373'])
Q1075839,dict_keys([]),dict_values([])
['Q2418224'],error,error
['Q3807369'],error,error
Q7709941,dict_keys([]),dict_values([])
Q7650869,dict_keys([]),dict_values([])
['Q3281810'],error,error
Q1300136,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q21590660,"dict_keys(['genre', 'item for this sense', 'field of work', 'subclass of', 'different from', 'instance of', 'depicts', 'interested in', 'main subject', ""category's main topic""])","dict_values(['P136', 'P5137', 'P101', 'P279', 'P1889', 'P31', 'P180', 'P2650', 'P921', 'P301'])"
Q3268923,dict_keys(['performer']),dict_values(['P175'])
Q2930445,dict_keys([]),dict_values([])
Q49085,"dict_keys(['part of', 'has part(s)', 'target', 'country of citizenship', 'commemorates', 'ethnic group', 'instance of', 'field of work', 'depicts', 'founded by', 'owned by', 'subclass of', ""category's main topic"", 'item for this sense', 'main subject', 'intended public', 'studies', 'culture', 'has part(s) of the class', 'dedicated to', 'category combines topics', ""Wikimedia portal's main topic"", 'facet of', 'heritage designation', 'different from'])","dict_values(['P361', 'P527', 'P533', 'P27', 'P547', 'P172', 'P31', 'P101', 'P180', 'P112', 'P127', 'P279', 'P301', 'P5137', 'P921', 'P2360', 'P2578', 'P2596', 'P2670', 'P825', 'P971', 'P1204', 'P1269', 'P1435', 'P1889'])"
Q6124429,dict_keys([]),dict_values([])
Q46185,"dict_keys(['item for this sense', 'product or material produced', 'has part(s)', 'subclass of', 'instrument', 'different from', 'occupation', 'instance of', 'category combines topics', 'owner of', 'uses', 'has part(s) of the class', 'instrumentation', 'main subject', 'fictional analog of', 'cast member', ""category's main topic""])","dict_values(['P5137', 'P1056', 'P527', 'P279', 'P1303', 'P1889', 'P106', 'P31', 'P971', 'P1830', 'P2283', 'P2670', 'P870', 'P921', 'P1074', 'P161', 'P301'])"
['Q11629'],error,error
Q8032093,dict_keys([]),dict_values([])
Q206503,"dict_keys(['based on', 'follows', 'edition or translation of'])","dict_values(['P144', 'P155', 'P629'])"
Q6989524,dict_keys([]),dict_values([])
Q6313571,dict_keys(['performer']),dict_values(['P175'])
Q926309,dict_keys([]),dict_values([])
Q7439335,dict_keys([]),dict_values([])
