qid,target_relation,questions,relation_id,relation_labels
Q622707,P607,which war did alexey schastny attend,"dict_keys(['characters', 'main subject'])","dict_values(['P674', 'P921'])"
Q200092,P136,what is the title of a horror movie?,"dict_keys(['has part(s)', 'instance of', 'is a list of', 'subclass of', 'industry', 'genre', ""category's main topic"", 'references work, tradition or theory', ""topic's main category"", 'main subject', 'category combines topics', 'template has topic', 'facet of', 'category contains', 'item for this sense', 'model item'])","dict_values(['P527', 'P31', 'P360', 'P279', 'P452', 'P136', 'P301', 'P8371', 'P910', 'P921', 'P971', 'P1423', 'P1269', 'P4224', 'P5137', 'P5869'])"
Q556090,P31,What is 6274 taizaburo,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q684324,P710,what entity was involved in the war of the fifth coalition,"dict_keys(['part of', ""category's main topic"", 'conflict', 'has part(s)', 'main subject'])","dict_values(['P361', 'P301', 'P607', 'P527', 'P921'])"
Q2872103,P364,what is the language spoken in austeria?,dict_keys(['has part(s)']),dict_values(['P527'])
Q1655894,P136,what type of genre does the face the nation belong to?,dict_keys(['notable work']),dict_values(['P800'])
Q543077,P276,where did the bombardment of ellwood take place,dict_keys(['has part(s)']),dict_values(['P527'])
Q192023,P86,who composed stairway to heaven?,"dict_keys(['named after', 'has part(s)', 'notable work', 'Wikidata property example', 'followed by', 'recording or performance of', 'different from'])","dict_values(['P138', 'P527', 'P800', 'P1855', 'P156', 'P2550', 'P1889'])"
Q834385,P58,Who wrote the film silent movie?,"dict_keys(['notable work', 'named after'])","dict_values(['P800', 'P138'])"
Q3513558,P276,which places in india is indian empire games located in?,dict_keys([]),dict_values([])
Q1480070,P21,is scott mellanby a male or female,dict_keys([]),dict_values([])
Q245784,P1303,What's an instrument that bojan pečar played,dict_keys(['has part(s)']),dict_values(['P527'])
Q5274589,P27,Diego Bossio claims nationality from which nation?,dict_keys([]),dict_values([])
Q16194575,P21,what is the gender of simon hammond?,dict_keys([]),dict_values([])
Q5502773,P136,what style of music is the album frenesi?,"dict_keys(['follows', 'has part(s)', 'published in'])","dict_values(['P155', 'P527', 'P1433'])"
Q4386768,P19,what was eduardo rabossi's birthplace,dict_keys([]),dict_values([])
Q1636558,P264,What band is part of victory records,"dict_keys(['record label', 'distributed by', 'category combines topics', ""category's main topic""])","dict_values(['P264', 'P750', 'P971', 'P301'])"
Q133933,P136,what type of rock is on the album  peter gabriel,"dict_keys(['part of', 'has part(s)', 'published in', 'different from'])","dict_values(['P361', 'P527', 'P1433', 'P1889'])"
Q4353019,P86,what music is in the film tammy and the bachelor?,dict_keys(['different from']),dict_values(['P1889'])
Q7608238,P21,What gender is stephanie bolster?,dict_keys([]),dict_values([])
Q525,P398,what's an asteroid that orbits around the sun,"dict_keys(['part of', 'parent astronomical body', 'depicts', 'named after', 'instance of', 'field of work', 'powered by', 'has part(s)', 'source of energy', 'made from material', ""category's main topic"", 'location', 'domain of saint or deity', 'permanent duplicated item', 'uses', 'child astronomical body', 'item for this sense', 'main subject', 'narrative location', 'has cause', 'category combines topics', 'inspired by', 'fictional analog of', 'home world', 'represents', 'facet of', 'destination point', 'template has topic', 'has contributing factor', 'different from', 'Wikidata property example', 'model item', 'has pattern', 'based on'])","dict_values(['P361', 'P397', 'P180', 'P138', 'P31', 'P101', 'P516', 'P527', 'P618', 'P186', 'P301', 'P276', 'P2925', 'P2959', 'P2283', 'P398', 'P5137', 'P921', 'P840', 'P828', 'P971', 'P941', 'P1074', 'P1165', 'P1268', 'P1269', 'P1444', 'P1423', 'P1479', 'P1889', 'P1855', 'P5869', 'P5422', 'P144'])"
Q6133609,P27,what is james f. calvert's nationality?,dict_keys(['author']),dict_values(['P50'])
Q193592,P413,what is the name of a midfielder player,"dict_keys(['part of', 'position played on team / speciality', 'subclass of', 'position held', 'occupation', 'field of work', 'place of birth', ""category's main topic"", 'given name', 'item for this sense'])","dict_values(['P361', 'P413', 'P279', 'P39', 'P106', 'P101', 'P19', 'P301', 'P735', 'P5137'])"
Q841811,P136,what's a good descriptor of the movie the miracle worker,dict_keys(['has part(s)']),dict_values(['P527'])
Q269505,P57,what films has henry king directed,"dict_keys(['director', 'spouse', 'cast member', ""category's main topic"", 'screenwriter', 'producer', 'founded by', 'film editor', 'sibling', 'category combines topics'])","dict_values(['P57', 'P26', 'P161', 'P301', 'P58', 'P162', 'P112', 'P1040', 'P3373', 'P971'])"
Q3112872,P495,where is the show the beatles from?,dict_keys(['different from']),dict_values(['P1889'])
Q1077498,P21,what is chris lewis's gender?,"dict_keys(['father', 'winner', 'different from', 'sibling'])","dict_values(['P22', 'P1346', 'P1889', 'P3373'])"
Q530018,P196,What group does 7901 konnai belong to,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q795151,P136,what type of game is b.c. ii: grogs revenge,dict_keys([]),dict_values([])
Q645928,P136,what film is a type of biographical film?,"dict_keys(['item for this sense', 'genre', 'subclass of', 'category combines topics', 'is a list of', 'instance of', ""category's main topic"", 'main subject'])","dict_values(['P5137', 'P136', 'P279', 'P971', 'P360', 'P31', 'P301', 'P921'])"
Q550717,P58,what film did olivier assayas write?,"dict_keys(['spouse', 'child', 'director', 'screenwriter', 'cast member', 'creator', 'unmarried partner', 'winner', 'category combines topics', 'template has topic', 'signatory', 'sibling'])","dict_values(['P26', 'P40', 'P57', 'P58', 'P161', 'P170', 'P451', 'P1346', 'P971', 'P1423', 'P1891', 'P3373'])"
Q4149652,P27,what country gives nationality to leonid grinin,"dict_keys(['author', 'editor'])","dict_values(['P50', 'P98'])"
Q13218419,P495,Where was fathers estate filmed at?,dict_keys([]),dict_values([])
Q764545,P364,What is a language of the film scars of dracula?,"dict_keys(['follows', 'followed by', 'has part(s)'])","dict_values(['P155', 'P156', 'P527'])"
Q280658,P413,Who used to play the position of forward?,"dict_keys(['position played on team / speciality', 'position held', 'located in the administrative territorial entity', 'fictional analog of', 'subclass of', ""category's main topic"", 'item for this sense', 'opposite of'])","dict_values(['P413', 'P39', 'P131', 'P1074', 'P279', 'P301', 'P5137', 'P461'])"
Q16221698,P136,what kind of work does zachg create,dict_keys([]),dict_values([])
Q15044672,P136,what genre of music does syren belong to?,dict_keys([]),dict_values([])
Q550879,P19,what is the birth place of  clive palmer,"dict_keys(['founded by', 'owned by', 'named after'])","dict_values(['P112', 'P127', 'P138'])"
Q28389,P106,Who is an example of a female screenwriter,"dict_keys(['part of', 'field of work', 'place of death', 'occupation', 'instance of', 'position held', 'practiced by', 'main subject', 'members have occupation', 'given name', 'category combines topics', 'Wikidata item of this property', 'different from', 'subclass of', ""category's main topic"", 'item for this sense', 'genre', 'cast member', 'imported from Wikimedia project'])","dict_values(['P361', 'P101', 'P20', 'P106', 'P31', 'P39', 'P3095', 'P921', 'P3989', 'P735', 'P971', 'P1629', 'P1889', 'P279', 'P301', 'P5137', 'P136', 'P161', 'P143'])"
Q824206,P509,What caused the death of whitney robson harris?,dict_keys([]),dict_values([])
Q42482,P175,what is an album by iron maiden,"dict_keys(['producer', 'cast member', 'performer', 'composer', 'member of', 'influenced by', 'represents', ""category's main topic"", 'different from', 'participant', 'category combines topics', 'main subject', 'facet of', 'template has topic'])","dict_values(['P162', 'P161', 'P175', 'P86', 'P463', 'P737', 'P1268', 'P301', 'P1889', 'P710', 'P971', 'P921', 'P1269', 'P1423'])"
Q6267602,P19,Which state is johnny rockwell from?,"dict_keys(['cast member', 'performer'])","dict_values(['P161', 'P175'])"
Q4828521,P136,what genre does aviad cohen make,dict_keys([]),dict_values([])
Q1054574,P136,what film is a romance film?,"dict_keys(['subclass of', 'composer', ""category's main topic"", 'genre', 'category combines topics', 'item for this sense', 'facet of'])","dict_values(['P279', 'P86', 'P301', 'P136', 'P971', 'P5137', 'P1269'])"
Q19842222,P136,what is the name of a film where the genre is crime fiction,dict_keys([]),dict_values([])
Q5246549,P27,What country is dean whiteway a citizen of,dict_keys([]),dict_values([])
Q5115405,P136,"what genre is the tv show  you're the best, lee soon-shin","dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q8020091,P27,Where is william watt from?,dict_keys([]),dict_values([])
Q615471,P175,which album did m83 make,"dict_keys(['composer', 'performer', 'category combines topics', 'template has topic', 'member of'])","dict_values(['P86', 'P175', 'P971', 'P1423', 'P463'])"
Q310283,P19,what was denis leary's place of birth?,"dict_keys(['author', 'director', 'screenwriter', 'cast member', 'editor', 'creator', 'performer', 'producer', 'voice actor', 'influenced by', 'executive producer', 'godparent'])","dict_values(['P50', 'P57', 'P58', 'P161', 'P98', 'P170', 'P175', 'P162', 'P725', 'P737', 'P1431', 'P1290'])"
Q188879,P171,What is atlantic salmon's higher classification,"dict_keys(['item for this sense', 'named after', 'depicts', 'parent taxon', 'subclass of', ""category's main topic"", 'found in taxon', 'has cause', 'main subject', 'facet of', 'product or material produced', 'designed to carry', 'taxon especially protected in area', 'official symbol', 'parent of this hybrid, breed, or cultivar', 'interested in', 'taxon found at location', 'derived from organism type', 'field of work', 'has part(s)'])","dict_values(['P5137', 'P138', 'P180', 'P171', 'P279', 'P301', 'P703', 'P828', 'P921', 'P1269', 'P1056', 'P3349', 'P6569', 'P2238', 'P1531', 'P2650', 'P6803', 'P9072', 'P101', 'P527'])"
Q1088453,P264,What's an artist signed to chrysalis records,"dict_keys(['record label', 'category combines topics', ""category's main topic"", 'business division'])","dict_values(['P264', 'P971', 'P301', 'P199'])"
Q184365,P27,which country is zeebee a national of,dict_keys([]),dict_values([])
Q7803865,P21,What is tim m. ryan's gender,dict_keys([]),dict_values([])
Q16981042,P495,what country was flying fortress made in,dict_keys([]),dict_values([])
Q16948939,P136,what kind of music does look of love: the very best of abc feature,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q4655349,P136,What genre of music does a band called pain record?,dict_keys(['performer']),dict_values(['P175'])
Q11425,P136,Name a 1999 animation film,"dict_keys(['item for this sense', 'field of work', 'instance of', 'predicate for', 'genre', 'has use', 'industry', ""category's main topic"", 'subclass of', 'occupation', 'main subject', 'category combines topics', 'field of this occupation', 'part of', 'facet of', 'product or material produced', 'different from', 'academic major', 'fabrication method', 'form of creative work', ""Wikimedia portal's main topic"", 'significant event', 'used by', 'template has topic', 'depicts', 'influenced by'])","dict_values(['P5137', 'P101', 'P31', 'P9970', 'P136', 'P366', 'P452', 'P301', 'P279', 'P106', 'P921', 'P971', 'P425', 'P361', 'P1269', 'P1056', 'P1889', 'P812', 'P2079', 'P7937', 'P1204', 'P793', 'P1535', 'P1423', 'P180', 'P737'])"
Q51545,P57,which film was luis bunuel a director for?,"dict_keys(['director', 'father', 'spouse', 'child', 'screenwriter', 'founded by', 'named after', 'cast member', 'producer', 'creator', ""category's main topic"", 'depicts', 'unmarried partner', 'influenced by', 'commemorates', 'main subject', 'category combines topics', 'film editor', 'facet of', 'template has topic', 'composer', 'participant', 'characters', 'winner', 'Wikidata property example'])","dict_values(['P57', 'P22', 'P26', 'P40', 'P58', 'P112', 'P138', 'P161', 'P162', 'P170', 'P301', 'P180', 'P451', 'P737', 'P547', 'P921', 'P971', 'P1040', 'P1269', 'P1423', 'P86', 'P710', 'P674', 'P1346', 'P1855'])"
Q183412,P264,what artists are with emi?,"dict_keys(['record label', 'employer', 'said to be the same as', 'publisher', 'founded by', 'owned by', 'followed by', 'developer', 'producer', 'parent organization', 'manufacturer', 'operator', 'follows', 'distributed by', 'has part(s)', 'sponsor', 'different from', 'category combines topics', 'replaces', 'copyright holder', 'production company', ""category's main topic"", 'has subsidiary'])","dict_values(['P264', 'P108', 'P460', 'P123', 'P112', 'P127', 'P156', 'P178', 'P162', 'P749', 'P176', 'P137', 'P155', 'P750', 'P527', 'P859', 'P1889', 'P971', 'P1365', 'P3931', 'P272', 'P301', 'P355'])"
Q2933624,P403,What river is at the mouth of the calapooia river?,"dict_keys(['tributary', 'crosses'])","dict_values(['P974', 'P177'])"
Q438472,P162,irving thalberg produced this pre-code film.,"dict_keys(['father', 'spouse', 'screenwriter', 'producer', 'director', 'founded by', 'named after', 'executive producer', 'characters', 'film editor', 'category combines topics'])","dict_values(['P22', 'P26', 'P58', 'P162', 'P57', 'P112', 'P138', 'P1431', 'P674', 'P1040', 'P971'])"
Q7426059,P136,what genre of music is the album satellite sky,"dict_keys(['followed by', 'follows'])","dict_values(['P156', 'P155'])"
