qid,target_relation,questions,relation_id,relation_labels
Q84,P19,which medical practitioner was born in london,"dict_keys(['country', 'country of origin', 'home port', 'place of birth', 'depicts', 'location of discovery', 'twinned administrative body', 'official residence', 'location', 'residence', 'location of formation', 'port of registry', 'part of', 'recorded at studio or venue', 'start point', 'published in', 'destination point', 'located on street', 'has part(s)', 'narrative location', 'different from', 'Wikidata property example', 'indigenous to', 'operating area', 'place of detention', 'via', 'connects with', 'location of first performance', 'item for this sense', 'permanent resident of', 'terminus', 'exhibition history', 'terminus location', 'model item', 'demonym of', 'significant place', 'place of publication', 'recording location', 'filming location', 'sponsor', 'main subject', 'place served by transport hub', 'work location', 'place of death', ""category's main topic"", 'has subsidiary', 'category combines topics', 'applies to jurisdiction', 'location of creation', 'fictional analog of', 'facet of', ""Wikimedia portal's main topic"", 'primary destinations', 'replaced by', 'licensed to broadcast to', 'located in the administrative territorial entity', 'country of citizenship', 'instance of', 'capital', 'shares border with', 'educated at', 'ancestral home', 'field of work', 'employer', 'founded by', 'place of burial', 'publisher', 'headquarters location', 'named after', 'manufacturer'])","dict_values(['P17', 'P495', 'P504', 'P19', 'P180', 'P189', 'P190', 'P263', 'P276', 'P551', 'P740', 'P532', 'P361', 'P483', 'P1427', 'P1433', 'P1444', 'P669', 'P527', 'P840', 'P1889', 'P1855', 'P2341', 'P2541', 'P2632', 'P2825', 'P2789', 'P4647', 'P5137', 'P5389', 'P559', 'P608', 'P609', 'P5869', 'P6271', 'P7153', 'P291', 'P8546', 'P915', 'P859', 'P921', 'P931', 'P937', 'P20', 'P301', 'P355', 'P971', 'P1001', 'P1071', 'P1074', 'P1269', 'P1204', 'P1302', 'P1366', 'P1408', 'P131', 'P27', 'P31', 'P36', 'P47', 'P69', 'P66', 'P101', 'P108', 'P112', 'P119', 'P123', 'P159', 'P138', 'P176'])"
Q5203164,P136,what is the genre of the artist d'masiv,dict_keys(['performer']),dict_values(['P175'])
Q208850,P404,which game has single-player,"dict_keys(['game mode', 'genre', 'game mechanics', 'item for this sense', ""category's main topic"", 'does not have part', 'input method', 'opposite of'])","dict_values(['P404', 'P136', 'P4151', 'P5137', 'P301', 'P3113', 'P479', 'P461'])"
Q7966139,P19,where was walter silva born at?,dict_keys(['different from']),dict_values(['P1889'])
Q185071,P136,what kinds of movie is terms of endearment in netflix,dict_keys([]),dict_values([])
Q5280495,P136,what type of music is directors cut?,dict_keys(['follows']),dict_values(['P155'])
Q93196,P136,Whats the name of a bollywood film,"dict_keys(['genre', 'field of work', 'named after', 'main subject', 'partnership with', 'facet of', 'depicts', 'subclass of', ""category's main topic"", 'industry', 'category combines topics', 'inspired by', 'item for this sense', ""Wikimedia portal's main topic"", 'different from'])","dict_values(['P136', 'P101', 'P138', 'P921', 'P2652', 'P1269', 'P180', 'P279', 'P301', 'P452', 'P971', 'P941', 'P5137', 'P1204', 'P1889'])"
Q7401506,P149,what is the architectural style of st. joseph's catholic church?,dict_keys(['category combines topics']),dict_values(['P971'])
Q920215,P31,what type of celestial object is the 3566 levitan,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q607292,P136,"What is the kind of music featured of you can't do that on stage anymore, vol. 4?","dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q16017802,P1303,what is the instrument played by shakey jake?,dict_keys([]),dict_values([])
Q991,P738,to whom was fyodor dostoyevsky's an influence?,"dict_keys(['influenced by', 'child', 'author', 'spouse', 'father', 'Wikidata property example', 'editor', 'screenwriter', 'named after', 'publisher', 'field of work', 'creator', 'founded by', 'characters', 'commemorates', 'depicts', 'after a work by', ""category's main topic"", 'is a list of', 'category combines topics', 'speaker', 'facet of', 'main subject', 'translator', 'relative', 'interested in', 'sibling', 'template has topic'])","dict_values(['P737', 'P40', 'P50', 'P26', 'P22', 'P1855', 'P98', 'P58', 'P138', 'P123', 'P101', 'P170', 'P112', 'P674', 'P547', 'P180', 'P1877', 'P301', 'P360', 'P971', 'P823', 'P1269', 'P921', 'P655', 'P1038', 'P2650', 'P3373', 'P1423'])"
Q3128669,P364,What language is in the film hav plenty,dict_keys(['different from']),dict_values(['P1889'])
Q7782201,P20,where was theodric romeyn beck's place of death?,dict_keys(['main subject']),dict_values(['P921'])
Q670500,P421,what time zone is jodoigne in,"dict_keys(['place of birth', 'place of death', 'shares border with', 'located in the administrative territorial entity', 'named after', 'contains the administrative territorial entity', 'location', 'part of', 'has part(s)', 'main subject', 'capital of', 'category combines topics', ""category's main topic""])","dict_values(['P19', 'P20', 'P47', 'P131', 'P138', 'P150', 'P276', 'P361', 'P527', 'P921', 'P1376', 'P971', 'P301'])"
Q628576,P136,What type of punk is featured on while you were out,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q35323,P172,what is the name of a famous arab,"dict_keys(['item for this sense', 'ethnic group', 'named after', 'country of citizenship', 'inferred from', 'instance of', 'follows', 'diplomatic relation', 'Wikidata property example', 'field of work', 'official religion', 'subclass of', 'depicts', 'part of', 'has part(s)', 'participant', 'opposite of', 'languages spoken, written or signed', 'country of origin', 'culture', 'indigenous to', 'category combines topics', ""category's main topic"", 'has part(s) of the class', 'facet of', 'family name', 'main subject', 'different from', 'intended public'])","dict_values(['P5137', 'P172', 'P138', 'P27', 'P3452', 'P31', 'P155', 'P530', 'P1855', 'P101', 'P3075', 'P279', 'P180', 'P361', 'P527', 'P710', 'P461', 'P1412', 'P495', 'P2596', 'P2341', 'P971', 'P301', 'P2670', 'P1269', 'P734', 'P921', 'P1889', 'P2360'])"
Q3230307,P136,what kind of film is the 14 amazons,dict_keys([]),dict_values([])
Q5350214,P162,who produced the movie ek musafir ek hasina,dict_keys([]),dict_values([])
Q307,P738,was was influenced by galileo galilei,"dict_keys(['author', 'discoverer or inventor', 'father', 'child', 'named after', 'Wikidata property example', 'creator', 'main subject', 'employer', 'depicts', 'part of', 'influenced by', ""category's main topic"", 'characters', 'dedicated to', 'significant person', 'commemorates', 'participant', 'student', 'category combines topics', 'template has topic', 'doctoral advisor', 'doctoral student', 'student of', 'unmarried partner', 'sibling'])","dict_values(['P50', 'P61', 'P22', 'P40', 'P138', 'P1855', 'P170', 'P921', 'P108', 'P180', 'P361', 'P737', 'P301', 'P674', 'P825', 'P3342', 'P547', 'P710', 'P802', 'P971', 'P1423', 'P184', 'P185', 'P1066', 'P451', 'P3373'])"
Q43051,P58,who wrote the film bambi,"dict_keys(['named after', ""category's main topic"", 'follows', 'part of', 'notable work', 'edition or translation of', 'present in work', 'published in', 'contributed to creative work', 'Wikidata property example'])","dict_values(['P138', 'P301', 'P155', 'P361', 'P800', 'P629', 'P1441', 'P1433', 'P3919', 'P1855'])"
Q7979149,P364,what language was wedge: the secret war between the fbi and cia originally written in,"dict_keys(['edition or translation of', 'notable work'])","dict_values(['P629', 'P800'])"
Q3007854,P58,Who did the story for the film titled the great moment,dict_keys([]),dict_values([])
Q19018852,P136,What type of movie is room 8,dict_keys([]),dict_values([])
Q2092429,P276,serbian revolution event occured here,"dict_keys(['part of', ""category's main topic""])","dict_values(['P361', 'P301'])"
Q965498,P1431,neil labute was the producer of what film,"dict_keys(['author', 'director', 'screenwriter', 'creator', 'cast member', 'category combines topics', 'after a work by', 'producer'])","dict_values(['P50', 'P57', 'P58', 'P170', 'P161', 'P971', 'P1877', 'P162'])"
Q7272280,P21,What is the gender of quinn norton,dict_keys(['unmarried partner']),dict_values(['P451'])
Q6720898,P272,Who is the production company associated with ma and pa kettle at waikiki,dict_keys([]),dict_values([])
Q3176622,P136,jeff wootton's genre of music is most closely aligned to what category?,dict_keys([]),dict_values([])
Q5559970,P136,what genre of movie is gift,dict_keys([]),dict_values([])
Q838368,P136,What is a film in the black-and-white genre?,"dict_keys(['opposite of', 'color', 'subclass of', 'depicts', ""category's main topic"", 'illustrator', 'genre', 'instance of', 'category combines topics', 'follows', 'used by', 'Wikidata property example', 'different from', 'has quality', 'form of creative work', 'official color'])","dict_values(['P461', 'P462', 'P279', 'P180', 'P301', 'P110', 'P136', 'P31', 'P971', 'P155', 'P1535', 'P1855', 'P1889', 'P1552', 'P7937', 'P6364'])"
Q5236657,P123,what company produced the action game milons secret castle,dict_keys(['follows']),dict_values(['P155'])
Q489951,P344,what film is geoffrey unsworth the cinematographer,"dict_keys(['director of photography', 'cast member', 'screenwriter', 'category combines topics'])","dict_values(['P344', 'P161', 'P58', 'P971'])"
Q3815440,P136,What is the genre of the album king of majesty,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q909740,P136,what us the genre of the film krabat – the sorcerers apprentice,"dict_keys(['notable work', 'derivative work'])","dict_values(['P800', 'P4969'])"
Q757143,P136,what artist is a form of chill out music?,"dict_keys(['genre', 'field of work', 'subclass of', ""category's main topic"", 'different from', 'category combines topics', 'radio format'])","dict_values(['P136', 'P101', 'P279', 'P301', 'P1889', 'P971', 'P415'])"
Q2274785,P421,what is the time zone of gold canyon,"dict_keys(['location', 'licensed to broadcast to', 'located in the administrative territorial entity', 'headquarters location'])","dict_values(['P276', 'P1408', 'P131', 'P159'])"
Q34664,P19,which announcer was born in hiroshima?,"dict_keys(['item for this sense', 'place of birth', 'maintained by', 'place of death', 'located in the administrative territorial entity', 'owned by', 'shares border with', 'named after', 'headquarters location', 'twinned administrative body', 'location', 'residence', 'place served by transport hub', 'narrative location', 'significant place', 'capital', 'contains the administrative territorial entity', 'terminus location', 'primary destinations', 'category combines topics', 'part of', 'location of formation', 'diocese', 'target', 'organizer', 'location of creation', 'work location', 'operating area', ""category's main topic"", 'replaced by', 'located in the present-day administrative territorial entity', 'main subject', 'facet of', 'indigenous to', 'port of registry', 'applies to jurisdiction', 'start point', 'destination point', 'author', 'creator', 'architect', 'location of first performance', 'parent organization', 'filming location', 'operator', 'has part(s)'])","dict_values(['P5137', 'P19', 'P126', 'P20', 'P131', 'P127', 'P47', 'P138', 'P159', 'P190', 'P276', 'P551', 'P931', 'P840', 'P7153', 'P36', 'P150', 'P609', 'P1302', 'P971', 'P361', 'P740', 'P708', 'P533', 'P664', 'P1071', 'P937', 'P2541', 'P301', 'P1366', 'P3842', 'P921', 'P1269', 'P2341', 'P532', 'P1001', 'P1427', 'P1444', 'P50', 'P170', 'P84', 'P4647', 'P749', 'P915', 'P137', 'P527'])"
Q621529,P162,Who produced the film titled lady in the water,dict_keys(['present in work']),dict_values(['P1441'])
Q70698,P21,what gender does uwe blab identity as?,dict_keys([]),dict_values([])
Q4680598,P364,What language was ronquillo filmed in?,dict_keys([]),dict_values([])
Q3432663,P413,what position does fabian taylor play,dict_keys([]),dict_values([])
Q6437748,P21,what sex is kristen ashburn,dict_keys(['author']),dict_values(['P50'])
Q2631905,P136,what kinds of tv program is ben and hollys little kingdom,dict_keys([]),dict_values([])
Q4959979,P19,where in europe was kaska krosny born in?,dict_keys(['producer']),dict_values(['P162'])
Q827334,P136,what genre is the album have a nice day,"dict_keys(['based on', 'part of', 'follows'])","dict_values(['P144', 'P361', 'P155'])"
Q132311,P136,what is a fantasy released in 1980?,"dict_keys(['field of work', 'instance of', 'genre', 'subclass of', 'movement', ""category's main topic"", 'interested in', 'part of', 'different from', 'main subject', 'category combines topics', 'facet of', ""Wikimedia portal's main topic"", 'partially coincident with', 'item for this sense', 'field of usage', 'is metaclass for', 'named after'])","dict_values(['P101', 'P31', 'P136', 'P279', 'P135', 'P301', 'P2650', 'P361', 'P1889', 'P921', 'P971', 'P1269', 'P1204', 'P1382', 'P5137', 'P9488', 'P8225', 'P138'])"
Q6133239,P710,What nation was involved in operation zafar 7,dict_keys(['part of']),dict_values(['P361'])
Q46716,P421,which european time zone is zenson di piave in,"dict_keys(['place of birth', 'shares border with', 'place of death', 'located in the administrative territorial entity', 'capital of', 'category combines topics', 'contains the administrative territorial entity', ""category's main topic""])","dict_values(['P19', 'P47', 'P20', 'P131', 'P1376', 'P971', 'P150', 'P301'])"
Q941966,P20,Where did r. c. sherriff die?,"dict_keys(['author', 'screenwriter'])","dict_values(['P50', 'P58'])"
Q3482373,P27,What country is shirome from,dict_keys([]),dict_values([])
Q5284922,P162,who produced dixieland droopy,dict_keys([]),dict_values([])
Q14798562,P170,"What artist created ""La Fornarina""?","dict_keys(['depicts', 'unmarried partner', 'main subject'])","dict_values(['P180', 'P451', 'P921'])"
Q7436953,P509,What led to scott newman's death,"dict_keys(['child', 'sibling'])","dict_values(['P40', 'P3373'])"
Q11513337,P106,Who is a track and field athlete,"dict_keys(['occupation', 'sport', 'item for this sense', 'depicts', 'subclass of', ""category's main topic"", 'main subject', 'category combines topics', 'members have occupation', 'practiced by', 'template has topic', 'facet of', 'different from', 'named after'])","dict_values(['P106', 'P641', 'P5137', 'P180', 'P279', 'P301', 'P921', 'P971', 'P3989', 'P3095', 'P1423', 'P1269', 'P1889', 'P138'])"
Q3430872,P20,Which city was richard holden in when he died,"dict_keys(['father', 'cast member'])","dict_values(['P22', 'P161'])"
Q10445097,P27,what is the nationality of uwe dreher?,dict_keys([]),dict_values([])
Q3390530,P364,"what language is in the film  chushingura: hana no maki, yuki no maki",dict_keys([]),dict_values([])
Q2166634,P136,what music does the pop group create,"dict_keys(['performer', ""category's main topic"", 'category combines topics', 'template has topic', 'different from'])","dict_values(['P175', 'P301', 'P971', 'P1423', 'P1889'])"
